S(t),I(t),R(t),mortes(t),tempo
3.6147,0.8722,65.5131,1.3103,291.0
3.6144,0.8705,65.5150,1.3103,291.1
3.6141,0.8689,65.5170,1.3103,291.2
3.6138,0.8672,65.5190,1.3104,291.3
3.6135,0.8655,65.5210,1.3104,291.4
3.6132,0.8639,65.5229,1.3105,291.5
3.6129,0.8622,65.5249,1.3105,291.6
3.6125,0.8606,65.5269,1.3105,291.7
3.6122,0.8589,65.5288,1.3106,291.8
3.6119,0.8573,65.5308,1.3106,291.9
3.6116,0.8557,65.5327,1.3107,292.0
3.6113,0.8540,65.5347,1.3107,292.1
3.6110,0.8524,65.5366,1.3107,292.2
3.6107,0.8508,65.5385,1.3108,292.3
3.6104,0.8491,65.5405,1.3108,292.4
3.6101,0.8475,65.5424,1.3108,292.5
3.6098,0.8459,65.5443,1.3109,292.6
3.6095,0.8443,65.5462,1.3109,292.7
3.6092,0.8427,65.5482,1.3110,292.8
3.6089,0.8410,65.5501,1.3110,292.9
3.6085,0.8394,65.5520,1.3110,293.0
3.6082,0.8378,65.5539,1.3111,293.1
3.6079,0.8362,65.5558,1.3111,293.2
3.6076,0.8346,65.5577,1.3112,293.3
3.6073,0.8330,65.5596,1.3112,293.4
3.6070,0.8314,65.5615,1.3112,293.5
3.6067,0.8299,65.5634,1.3113,293.6
3.6064,0.8283,65.5653,1.3113,293.7
3.6061,0.8267,65.5672,1.3113,293.8
3.6058,0.8251,65.5690,1.3114,293.9
3.6055,0.8235,65.5709,1.3114,294.0
3.6052,0.8220,65.5728,1.3115,294.1
3.6050,0.8204,65.5746,1.3115,294.2
3.6047,0.8188,65.5765,1.3115,294.3
3.6044,0.8172,65.5784,1.3116,294.4
3.6041,0.8157,65.5802,1.3116,294.5
3.6038,0.8141,65.5821,1.3116,294.6
3.6035,0.8126,65.5839,1.3117,294.7
3.6032,0.8110,65.5858,1.3117,294.8
3.6029,0.8095,65.5876,1.3118,294.9
3.6026,0.8079,65.5895,1.3118,295.0
3.6023,0.8064,65.5913,1.3118,295.1
3.6020,0.8048,65.5931,1.3119,295.2
3.6017,0.8033,65.5950,1.3119,295.3
3.6014,0.8018,65.5968,1.3119,295.4
3.6012,0.8002,65.5986,1.3120,295.5
3.6009,0.7987,65.6004,1.3120,295.6
3.6006,0.7972,65.6022,1.3120,295.7
3.6003,0.7956,65.6040,1.3121,295.8
3.6000,0.7941,65.6059,1.3121,295.9
3.5997,0.7926,65.6077,1.3122,296.0
3.5994,0.7911,65.6095,1.3122,296.1
3.5991,0.7896,65.6113,1.3122,296.2
3.5989,0.7881,65.6131,1.3123,296.3
3.5986,0.7865,65.6149,1.3123,296.4
3.5983,0.7850,65.6166,1.3123,296.5
3.5980,0.7835,65.6184,1.3124,296.6
3.5977,0.7820,65.6202,1.3124,296.7
3.5975,0.7805,65.6220,1.3124,296.8
3.5972,0.7791,65.6238,1.3125,296.9
3.5969,0.7776,65.6255,1.3125,297.0
3.5966,0.7761,65.6273,1.3125,297.1
3.5963,0.7746,65.6291,1.3126,297.2
3.5961,0.7731,65.6308,1.3126,297.3
3.5958,0.7716,65.6326,1.3127,297.4
3.5955,0.7702,65.6343,1.3127,297.5
3.5952,0.7687,65.6361,1.3127,297.6
3.5949,0.7672,65.6378,1.3128,297.7
3.5947,0.7657,65.6396,1.3128,297.8
3.5944,0.7643,65.6413,1.3128,297.9
3.5941,0.7628,65.6431,1.3129,298.0
3.5938,0.7614,65.6448,1.3129,298.1
3.5936,0.7599,65.6465,1.3129,298.2
3.5933,0.7584,65.6482,1.3130,298.3
3.5930,0.7570,65.6500,1.3130,298.4
3.5928,0.7555,65.6517,1.3130,298.5
3.5925,0.7541,65.6534,1.3131,298.6
3.5922,0.7527,65.6551,1.3131,298.7
3.5919,0.7512,65.6568,1.3131,298.8
3.5917,0.7498,65.6585,1.3132,298.9
3.5914,0.7483,65.6602,1.3132,299.0
3.5911,0.7469,65.6619,1.3132,299.1
3.5909,0.7455,65.6636,1.3133,299.2
3.5906,0.7441,65.6653,1.3133,299.3
3.5903,0.7426,65.6670,1.3133,299.4
3.5901,0.7412,65.6687,1.3134,299.5
3.5898,0.7398,65.6704,1.3134,299.6
3.5895,0.7384,65.6721,1.3134,299.7
3.5893,0.7370,65.6738,1.3135,299.8
3.5890,0.7356,65.6754,1.3135,299.9
3.5887,0.7341,65.6771,1.3135,300.0
3.5885,0.7327,65.6788,1.3136,300.1
3.5882,0.7313,65.6804,1.3136,300.2
3.5879,0.7299,65.6821,1.3136,300.3
3.5877,0.7285,65.6838,1.3137,300.4
3.5874,0.7271,65.6854,1.3137,300.5
3.5872,0.7258,65.6871,1.3137,300.6
3.5869,0.7244,65.6887,1.3138,300.7
3.5866,0.7230,65.6904,1.3138,300.8
3.5864,0.7216,65.6920,1.3138,300.9
3.5861,0.7202,65.6936,1.3139,301.0
3.5859,0.7188,65.6953,1.3139,301.1
3.5856,0.7175,65.6969,1.3139,301.2
3.5854,0.7161,65.6985,1.3140,301.3
3.5851,0.7147,65.7002,1.3140,301.4
3.5848,0.7133,65.7018,1.3140,301.5
3.5846,0.7120,65.7034,1.3141,301.6
3.5843,0.7106,65.7050,1.3141,301.7
3.5841,0.7093,65.7066,1.3141,301.8
3.5838,0.7079,65.7083,1.3142,301.9
3.5836,0.7065,65.7099,1.3142,302.0
3.5833,0.7052,65.7115,1.3142,302.1
3.5831,0.7038,65.7131,1.3143,302.2
3.5828,0.7025,65.7147,1.3143,302.3
3.5826,0.7011,65.7163,1.3143,302.4
3.5823,0.6998,65.7179,1.3144,302.5
3.5821,0.6985,65.7195,1.3144,302.6
3.5818,0.6971,65.7210,1.3144,302.7
3.5816,0.6958,65.7226,1.3145,302.8
3.5813,0.6945,65.7242,1.3145,302.9
3.5811,0.6931,65.7258,1.3145,303.0
3.5808,0.6918,65.7274,1.3145,303.1
3.5806,0.6905,65.7289,1.3146,303.2
3.5803,0.6892,65.7305,1.3146,303.3
3.5801,0.6878,65.7321,1.3146,303.4
3.5798,0.6865,65.7336,1.3147,303.5
3.5796,0.6852,65.7352,1.3147,303.6
3.5793,0.6839,65.7367,1.3147,303.7
3.5791,0.6826,65.7383,1.3148,303.8
3.5788,0.6813,65.7399,1.3148,303.9
3.5786,0.6800,65.7414,1.3148,304.0
3.5784,0.6787,65.7430,1.3149,304.1
3.5781,0.6774,65.7445,1.3149,304.2
3.5779,0.6761,65.7460,1.3149,304.3
3.5776,0.6748,65.7476,1.3150,304.4
3.5774,0.6735,65.7491,1.3150,304.5
3.5771,0.6722,65.7506,1.3150,304.6
3.5769,0.6709,65.7522,1.3150,304.7
3.5767,0.6696,65.7537,1.3151,304.8
3.5764,0.6683,65.7552,1.3151,304.9
3.5762,0.6671,65.7567,1.3151,305.0
3.5759,0.6658,65.7582,1.3152,305.1
3.5757,0.6645,65.7598,1.3152,305.2
3.5755,0.6632,65.7613,1.3152,305.3
3.5752,0.6620,65.7628,1.3153,305.4
3.5750,0.6607,65.7643,1.3153,305.5
3.5748,0.6594,65.7658,1.3153,305.6
3.5745,0.6582,65.7673,1.3153,305.7
3.5743,0.6569,65.7688,1.3154,305.8
3.5741,0.6557,65.7703,1.3154,305.9
3.5738,0.6544,65.7718,1.3154,306.0
3.5736,0.6531,65.7732,1.3155,306.1
3.5734,0.6519,65.7747,1.3155,306.2
3.5731,0.6506,65.7762,1.3155,306.3
3.5729,0.6494,65.7777,1.3156,306.4
3.5727,0.6482,65.7792,1.3156,306.5
3.5724,0.6469,65.7806,1.3156,306.6
3.5722,0.6457,65.7821,1.3156,306.7
3.5720,0.6444,65.7836,1.3157,306.8
3.5717,0.6432,65.7850,1.3157,306.9
3.5715,0.6420,65.7865,1.3157,307.0
3.5713,0.6407,65.7880,1.3158,307.1
3.5710,0.6395,65.7894,1.3158,307.2
3.5708,0.6383,65.7909,1.3158,307.3
3.5706,0.6371,65.7923,1.3158,307.4
3.5704,0.6358,65.7938,1.3159,307.5
3.5701,0.6346,65.7952,1.3159,307.6
3.5699,0.6334,65.7967,1.3159,307.7
3.5697,0.6322,65.7981,1.3160,307.8
3.5695,0.6310,65.7995,1.3160,307.9
3.5692,0.6298,65.8010,1.3160,308.0
3.5690,0.6286,65.8024,1.3160,308.1
3.5688,0.6274,65.8038,1.3161,308.2
3.5686,0.6262,65.8053,1.3161,308.3
3.5683,0.6250,65.8067,1.3161,308.4
3.5681,0.6238,65.8081,1.3162,308.5
3.5679,0.6226,65.8095,1.3162,308.6
3.5677,0.6214,65.8109,1.3162,308.7
3.5674,0.6202,65.8123,1.3162,308.8
3.5672,0.6190,65.8138,1.3163,308.9
3.5670,0.6178,65.8152,1.3163,309.0
3.5668,0.6166,65.8166,1.3163,309.1
3.5666,0.6155,65.8180,1.3164,309.2
3.5663,0.6143,65.8194,1.3164,309.3
3.5661,0.6131,65.8208,1.3164,309.4
3.5659,0.6119,65.8222,1.3164,309.5
3.5657,0.6107,65.8235,1.3165,309.6
3.5655,0.6096,65.8249,1.3165,309.7
3.5653,0.6084,65.8263,1.3165,309.8
3.5650,0.6072,65.8277,1.3166,309.9
3.5648,0.6061,65.8291,1.3166,310.0
3.5646,0.6049,65.8305,1.3166,310.1
3.5644,0.6038,65.8318,1.3166,310.2
3.5642,0.6026,65.8332,1.3167,310.3
3.5640,0.6014,65.8346,1.3167,310.4
3.5637,0.6003,65.8359,1.3167,310.5
3.5635,0.5991,65.8373,1.3167,310.6
3.5633,0.5980,65.8387,1.3168,310.7
3.5631,0.5969,65.8400,1.3168,310.8
3.5629,0.5957,65.8414,1.3168,310.9
3.5627,0.5946,65.8427,1.3169,311.0
3.5625,0.5934,65.8441,1.3169,311.1
3.5623,0.5923,65.8454,1.3169,311.2
3.5620,0.5912,65.8468,1.3169,311.3
3.5618,0.5900,65.8481,1.3170,311.4
3.5616,0.5889,65.8495,1.3170,311.5
3.5614,0.5878,65.8508,1.3170,311.6
3.5612,0.5866,65.8521,1.3170,311.7
3.5610,0.5855,65.8535,1.3171,311.8
3.5608,0.5844,65.8548,1.3171,311.9
3.5606,0.5833,65.8561,1.3171,312.0
3.5604,0.5822,65.8575,1.3171,312.1
3.5602,0.5810,65.8588,1.3172,312.2
3.5600,0.5799,65.8601,1.3172,312.3
3.5597,0.5788,65.8614,1.3172,312.4
3.5595,0.5777,65.8627,1.3173,312.5
3.5593,0.5766,65.8640,1.3173,312.6
3.5591,0.5755,65.8653,1.3173,312.7
3.5589,0.5744,65.8667,1.3173,312.8
3.5587,0.5733,65.8680,1.3174,312.9
3.5585,0.5722,65.8693,1.3174,313.0
3.5583,0.5711,65.8706,1.3174,313.1
3.5581,0.5700,65.8719,1.3174,313.2
3.5579,0.5689,65.8732,1.3175,313.3
3.5577,0.5678,65.8744,1.3175,313.4
3.5575,0.5667,65.8757,1.3175,313.5
3.5573,0.5656,65.8770,1.3175,313.6
3.5571,0.5646,65.8783,1.3176,313.7
3.5569,0.5635,65.8796,1.3176,313.8
3.5567,0.5624,65.8809,1.3176,313.9
3.5565,0.5613,65.8821,1.3176,314.0
3.5563,0.5602,65.8834,1.3177,314.1
3.5561,0.5592,65.8847,1.3177,314.2
3.5559,0.5581,65.8860,1.3177,314.3
3.5557,0.5570,65.8872,1.3177,314.4
3.5555,0.5560,65.8885,1.3178,314.5
3.5553,0.5549,65.8898,1.3178,314.6
3.5551,0.5538,65.8910,1.3178,314.7
3.5549,0.5528,65.8923,1.3178,314.8
3.5547,0.5517,65.8935,1.3179,314.9
3.5545,0.5506,65.8948,1.3179,315.0
3.5543,0.5496,65.8960,1.3179,315.1
3.5541,0.5485,65.8973,1.3179,315.2
3.5539,0.5475,65.8985,1.3180,315.3
3.5537,0.5464,65.8998,1.3180,315.4
3.5535,0.5454,65.9010,1.3180,315.5
3.5534,0.5443,65.9023,1.3180,315.6
3.5532,0.5433,65.9035,1.3181,315.7
3.5530,0.5423,65.9047,1.3181,315.8
3.5528,0.5412,65.9060,1.3181,315.9
3.5526,0.5402,65.9072,1.3181,316.0
3.5524,0.5391,65.9084,1.3182,316.1
3.5522,0.5381,65.9097,1.3182,316.2
3.5520,0.5371,65.9109,1.3182,316.3
3.5518,0.5360,65.9121,1.3182,316.4
3.5516,0.5350,65.9133,1.3183,316.5
3.5514,0.5340,65.9145,1.3183,316.6
3.5512,0.5330,65.9157,1.3183,316.7
3.5511,0.5319,65.9170,1.3183,316.8
3.5509,0.5309,65.9182,1.3184,316.9
3.5507,0.5299,65.9194,1.3184,317.0
3.5505,0.5289,65.9206,1.3184,317.1
3.5503,0.5279,65.9218,1.3184,317.2
3.5501,0.5269,65.9230,1.3185,317.3
3.5499,0.5259,65.9242,1.3185,317.4
3.5497,0.5248,65.9254,1.3185,317.5
3.5496,0.5238,65.9266,1.3185,317.6
3.5494,0.5228,65.9278,1.3186,317.7
3.5492,0.5218,65.9289,1.3186,317.8
3.5490,0.5208,65.9301,1.3186,317.9
3.5488,0.5198,65.9313,1.3186,318.0
3.5486,0.5188,65.9325,1.3186,318.1
3.5484,0.5178,65.9337,1.3187,318.2
3.5483,0.5168,65.9349,1.3187,318.3
3.5481,0.5159,65.9360,1.3187,318.4
3.5479,0.5149,65.9372,1.3187,318.5
3.5477,0.5139,65.9384,1.3188,318.6
3.5475,0.5129,65.9395,1.3188,318.7
3.5473,0.5119,65.9407,1.3188,318.8
3.5472,0.5109,65.9419,1.3188,318.9
3.5470,0.5099,65.9430,1.3189,319.0
3.5468,0.5090,65.9442,1.3189,319.1
3.5466,0.5080,65.9453,1.3189,319.2
3.5464,0.5070,65.9465,1.3189,319.3
3.5463,0.5060,65.9476,1.3190,319.4
3.5461,0.5051,65.9488,1.3190,319.5
3.5459,0.5041,65.9499,1.3190,319.6
3.5457,0.5031,65.9511,1.3190,319.7
3.5455,0.5022,65.9522,1.3190,319.8
3.5454,0.5012,65.9534,1.3191,319.9
3.5452,0.5002,65.9545,1.3191,320.0
3.5450,0.4993,65.9557,1.3191,320.1
3.5448,0.4983,65.9568,1.3191,320.2
3.5447,0.4974,65.9579,1.3192,320.3
3.5445,0.4964,65.9590,1.3192,320.4
3.5443,0.4955,65.9602,1.3192,320.5
3.5441,0.4945,65.9613,1.3192,320.6
3.5440,0.4936,65.9624,1.3192,320.7
3.5438,0.4926,65.9635,1.3193,320.8
3.5436,0.4917,65.9647,1.3193,320.9
3.5434,0.4907,65.9658,1.3193,321.0
3.5433,0.4898,65.9669,1.3193,321.1
3.5431,0.4889,65.9680,1.3194,321.2
3.5429,0.4879,65.9691,1.3194,321.3
3.5427,0.4870,65.9702,1.3194,321.4
3.5426,0.4860,65.9713,1.3194,321.5
3.5424,0.4851,65.9724,1.3194,321.6
3.5422,0.4842,65.9735,1.3195,321.7
3.5421,0.4833,65.9746,1.3195,321.8
3.5419,0.4823,65.9757,1.3195,321.9
3.5417,0.4814,65.9768,1.3195,322.0
3.5415,0.4805,65.9779,1.3196,322.1
3.5414,0.4796,65.9790,1.3196,322.2
3.5412,0.4786,65.9801,1.3196,322.3
3.5410,0.4777,65.9812,1.3196,322.4
3.5409,0.4768,65.9823,1.3196,322.5
3.5407,0.4759,65.9834,1.3197,322.6
3.5405,0.4750,65.9845,1.3197,322.7
3.5404,0.4741,65.9855,1.3197,322.8
3.5402,0.4732,65.9866,1.3197,322.9
3.5400,0.4722,65.9877,1.3198,323.0
3.5399,0.4713,65.9888,1.3198,323.1
3.5397,0.4704,65.9898,1.3198,323.2
3.5395,0.4695,65.9909,1.3198,323.3
3.5394,0.4686,65.9920,1.3198,323.4
3.5392,0.4677,65.9930,1.3199,323.5
3.5390,0.4668,65.9941,1.3199,323.6
3.5389,0.4659,65.9952,1.3199,323.7
3.5387,0.4650,65.9962,1.3199,323.8
3.5385,0.4642,65.9973,1.3199,323.9
3.5384,0.4633,65.9983,1.3200,324.0
3.5382,0.4624,65.9994,1.3200,324.1
3.5380,0.4615,66.0004,1.3200,324.2
3.5379,0.4606,66.0015,1.3200,324.3
3.5377,0.4597,66.0025,1.3201,324.4
3.5375,0.4588,66.0036,1.3201,324.5
3.5374,0.4580,66.0046,1.3201,324.6
3.5372,0.4571,66.0057,1.3201,324.7
3.5371,0.4562,66.0067,1.3201,324.8
3.5369,0.4553,66.0077,1.3202,324.9
3.5367,0.4544,66.0088,1.3202,325.0
3.5366,0.4536,66.0098,1.3202,325.1
3.5364,0.4527,66.0108,1.3202,325.2
3.5363,0.4518,66.0119,1.3202,325.3
3.5361,0.4510,66.0129,1.3203,325.4
3.5359,0.4501,66.0139,1.3203,325.5
3.5358,0.4492,66.0149,1.3203,325.6
3.5356,0.4484,66.0160,1.3203,325.7
3.5355,0.4475,66.0170,1.3203,325.8
3.5353,0.4467,66.0180,1.3204,325.9
3.5351,0.4458,66.0190,1.3204,326.0
3.5350,0.4449,66.0200,1.3204,326.1
3.5348,0.4441,66.0210,1.3204,326.2
3.5347,0.4432,66.0220,1.3204,326.3
3.5345,0.4424,66.0230,1.3205,326.4
3.5344,0.4415,66.0241,1.3205,326.5
3.5342,0.4407,66.0251,1.3205,326.6
3.5340,0.4398,66.0261,1.3205,326.7
3.5339,0.4390,66.0271,1.3205,326.8
3.5337,0.4382,66.0281,1.3206,326.9
3.5336,0.4373,66.0291,1.3206,327.0
3.5334,0.4365,66.0301,1.3206,327.1
3.5333,0.4356,66.0310,1.3206,327.2
3.5331,0.4348,66.0320,1.3206,327.3
3.5330,0.4340,66.0330,1.3207,327.4
3.5328,0.4331,66.0340,1.3207,327.5
3.5327,0.4323,66.0350,1.3207,327.6
3.5325,0.4315,66.0360,1.3207,327.7
3.5324,0.4306,66.0370,1.3207,327.8
3.5322,0.4298,66.0379,1.3208,327.9
3.5321,0.4290,66.0389,1.3208,328.0
3.5319,0.4282,66.0399,1.3208,328.1
3.5317,0.4274,66.0409,1.3208,328.2
3.5316,0.4265,66.0418,1.3208,328.3
3.5314,0.4257,66.0428,1.3209,328.4
3.5313,0.4249,66.0438,1.3209,328.5
3.5311,0.4241,66.0447,1.3209,328.6
3.5310,0.4233,66.0457,1.3209,328.7
3.5308,0.4225,66.0467,1.3209,328.8
3.5307,0.4216,66.0476,1.3210,328.9
3.5306,0.4208,66.0486,1.3210,329.0
3.5304,0.4200,66.0495,1.3210,329.1
3.5303,0.4192,66.0505,1.3210,329.2
3.5301,0.4184,66.0515,1.3210,329.3
3.5300,0.4176,66.0524,1.3210,329.4
3.5298,0.4168,66.0534,1.3211,329.5
3.5297,0.4160,66.0543,1.3211,329.6
3.5295,0.4152,66.0552,1.3211,329.7
3.5294,0.4144,66.0562,1.3211,329.8
3.5292,0.4136,66.0571,1.3211,329.9
3.5291,0.4128,66.0581,1.3212,330.0
3.5289,0.4120,66.0590,1.3212,330.1
3.5288,0.4112,66.0599,1.3212,330.2
3.5286,0.4104,66.0609,1.3212,330.3
3.5285,0.4097,66.0618,1.3212,330.4
3.5284,0.4089,66.0627,1.3213,330.5
3.5282,0.4081,66.0637,1.3213,330.6
3.5281,0.4073,66.0646,1.3213,330.7
3.5279,0.4065,66.0655,1.3213,330.8
3.5278,0.4057,66.0665,1.3213,330.9
3.5276,0.4050,66.0674,1.3213,331.0
3.5275,0.4042,66.0683,1.3214,331.1
3.5273,0.4034,66.0692,1.3214,331.2
3.5272,0.4026,66.0701,1.3214,331.3
3.5271,0.4019,66.0710,1.3214,331.4
3.5269,0.4011,66.0720,1.3214,331.5
3.5268,0.4003,66.0729,1.3215,331.6
3.5266,0.3996,66.0738,1.3215,331.7
3.5265,0.3988,66.0747,1.3215,331.8
3.5264,0.3980,66.0756,1.3215,331.9
3.5262,0.3973,66.0765,1.3215,332.0
3.5261,0.3965,66.0774,1.3215,332.1
3.5259,0.3957,66.0783,1.3216,332.2
3.5258,0.3950,66.0792,1.3216,332.3
3.5257,0.3942,66.0801,1.3216,332.4
3.5255,0.3935,66.0810,1.3216,332.5
3.5254,0.3927,66.0819,1.3216,332.6
3.5252,0.3919,66.0828,1.3217,332.7
3.5251,0.3912,66.0837,1.3217,332.8
3.5250,0.3904,66.0846,1.3217,332.9
3.5248,0.3897,66.0854,1.3217,333.0
3.5247,0.3889,66.0863,1.3217,333.1
3.5246,0.3882,66.0872,1.3217,333.2
3.5244,0.3875,66.0881,1.3218,333.3
3.5243,0.3867,66.0890,1.3218,333.4
3.5241,0.3860,66.0899,1.3218,333.5
3.5240,0.3852,66.0907,1.3218,333.6
3.5239,0.3845,66.0916,1.3218,333.7
3.5237,0.3837,66.0925,1.3218,333.8
3.5236,0.3830,66.0934,1.3219,333.9
3.5235,0.3823,66.0942,1.3219,334.0
3.5233,0.3815,66.0951,1.3219,334.1
3.5232,0.3808,66.0960,1.3219,334.2
3.5231,0.3801,66.0968,1.3219,334.3
3.5229,0.3793,66.0977,1.3220,334.4
3.5228,0.3786,66.0986,1.3220,334.5
3.5227,0.3779,66.0994,1.3220,334.6
3.5225,0.3772,66.1003,1.3220,334.7
3.5224,0.3764,66.1011,1.3220,334.8
3.5223,0.3757,66.1020,1.3220,334.9
3.5221,0.3750,66.1028,1.3221,335.0
3.5220,0.3743,66.1037,1.3221,335.1
3.5219,0.3736,66.1045,1.3221,335.2
3.5217,0.3728,66.1054,1.3221,335.3
3.5216,0.3721,66.1062,1.3221,335.4
3.5215,0.3714,66.1071,1.3221,335.5
3.5213,0.3707,66.1079,1.3222,335.6
3.5212,0.3700,66.1088,1.3222,335.7
3.5211,0.3693,66.1096,1.3222,335.8
3.5210,0.3686,66.1105,1.3222,335.9
3.5208,0.3679,66.1113,1.3222,336.0
3.5207,0.3671,66.1121,1.3222,336.1
3.5206,0.3664,66.1130,1.3223,336.2
3.5204,0.3657,66.1138,1.3223,336.3
3.5203,0.3650,66.1146,1.3223,336.4
3.5202,0.3643,66.1155,1.3223,336.5
3.5200,0.3636,66.1163,1.3223,336.6
3.5199,0.3629,66.1171,1.3223,336.7
3.5198,0.3622,66.1179,1.3224,336.8
3.5197,0.3615,66.1188,1.3224,336.9
3.5195,0.3609,66.1196,1.3224,337.0
3.5194,0.3602,66.1204,1.3224,337.1
3.5193,0.3595,66.1212,1.3224,337.2
3.5192,0.3588,66.1220,1.3224,337.3
3.5190,0.3581,66.1228,1.3225,337.4
3.5189,0.3574,66.1237,1.3225,337.5
3.5188,0.3567,66.1245,1.3225,337.6
3.5187,0.3560,66.1253,1.3225,337.7
3.5185,0.3553,66.1261,1.3225,337.8
3.5184,0.3547,66.1269,1.3225,337.9
3.5183,0.3540,66.1277,1.3226,338.0
3.5182,0.3533,66.1285,1.3226,338.1
3.5180,0.3526,66.1293,1.3226,338.2
3.5179,0.3519,66.1301,1.3226,338.3
3.5178,0.3513,66.1309,1.3226,338.4
3.5177,0.3506,66.1317,1.3226,338.5
3.5175,0.3499,66.1325,1.3227,338.6
3.5174,0.3492,66.1333,1.3227,338.7
3.5173,0.3486,66.1341,1.3227,338.8
3.5172,0.3479,66.1349,1.3227,338.9
3.5170,0.3472,66.1357,1.3227,339.0
3.5169,0.3466,66.1365,1.3227,339.1
3.5168,0.3459,66.1373,1.3227,339.2
3.5167,0.3452,66.1380,1.3228,339.3
3.5166,0.3446,66.1388,1.3228,339.4
3.5164,0.3439,66.1396,1.3228,339.5
3.5163,0.3433,66.1404,1.3228,339.6
3.5162,0.3426,66.1412,1.3228,339.7
3.5161,0.3419,66.1419,1.3228,339.8
3.5160,0.3413,66.1427,1.3229,339.9
3.5158,0.3406,66.1435,1.3229,340.0
3.5157,0.3400,66.1443,1.3229,340.1
3.5156,0.3393,66.1450,1.3229,340.2
3.5155,0.3387,66.1458,1.3229,340.3
3.5154,0.3380,66.1466,1.3229,340.4
3.5152,0.3374,66.1474,1.3229,340.5
3.5151,0.3367,66.1481,1.3230,340.6
3.5150,0.3361,66.1489,1.3230,340.7
3.5149,0.3354,66.1496,1.3230,340.8
3.5148,0.3348,66.1504,1.3230,340.9
3.5146,0.3341,66.1512,1.3230,341.0
3.5145,0.3335,66.1519,1.3230,341.1
3.5144,0.3329,66.1527,1.3231,341.2
3.5143,0.3322,66.1534,1.3231,341.3
3.5142,0.3316,66.1542,1.3231,341.4
3.5141,0.3309,66.1550,1.3231,341.5
3.5139,0.3303,66.1557,1.3231,341.6
3.5138,0.3297,66.1565,1.3231,341.7
3.5137,0.3290,66.1572,1.3231,341.8
3.5136,0.3284,66.1580,1.3232,341.9
3.5135,0.3278,66.1587,1.3232,342.0
3.5134,0.3271,66.1594,1.3232,342.1
3.5133,0.3265,66.1602,1.3232,342.2
3.5131,0.3259,66.1609,1.3232,342.3
3.5130,0.3253,66.1617,1.3232,342.4
3.5129,0.3246,66.1624,1.3232,342.5
3.5128,0.3240,66.1631,1.3233,342.6
3.5127,0.3234,66.1639,1.3233,342.7
3.5126,0.3228,66.1646,1.3233,342.8
3.5125,0.3221,66.1654,1.3233,342.9
3.5123,0.3215,66.1661,1.3233,343.0
3.5122,0.3209,66.1668,1.3233,343.1
3.5121,0.3203,66.1675,1.3234,343.2
3.5120,0.3197,66.1683,1.3234,343.3
3.5119,0.3191,66.1690,1.3234,343.4
3.5118,0.3185,66.1697,1.3234,343.5
3.5117,0.3178,66.1704,1.3234,343.6
3.5116,0.3172,66.1712,1.3234,343.7
3.5114,0.3166,66.1719,1.3234,343.8
3.5113,0.3160,66.1726,1.3235,343.9
3.5112,0.3154,66.1733,1.3235,344.0
3.5111,0.3148,66.1740,1.3235,344.1
3.5110,0.3142,66.1748,1.3235,344.2
3.5109,0.3136,66.1755,1.3235,344.3
3.5108,0.3130,66.1762,1.3235,344.4
3.5107,0.3124,66.1769,1.3235,344.5
3.5106,0.3118,66.1776,1.3236,344.6
3.5105,0.3112,66.1783,1.3236,344.7
3.5103,0.3106,66.1790,1.3236,344.8
3.5102,0.3100,66.1797,1.3236,344.9
3.5101,0.3094,66.1804,1.3236,345.0
3.5100,0.3088,66.1811,1.3236,345.1
3.5099,0.3082,66.1818,1.3236,345.2
3.5098,0.3076,66.1825,1.3237,345.3
3.5097,0.3070,66.1832,1.3237,345.4
3.5096,0.3064,66.1839,1.3237,345.5
3.5095,0.3058,66.1846,1.3237,345.6
3.5094,0.3053,66.1853,1.3237,345.7
3.5093,0.3047,66.1860,1.3237,345.8
3.5092,0.3041,66.1867,1.3237,345.9
3.5090,0.3035,66.1874,1.3237,346.0
3.5089,0.3029,66.1881,1.3238,346.1
3.5088,0.3023,66.1888,1.3238,346.2
3.5087,0.3018,66.1895,1.3238,346.3
3.5086,0.3012,66.1902,1.3238,346.4
3.5085,0.3006,66.1908,1.3238,346.5
3.5084,0.3000,66.1915,1.3238,346.6
3.5083,0.2994,66.1922,1.3238,346.7
3.5082,0.2989,66.1929,1.3239,346.8
3.5081,0.2983,66.1936,1.3239,346.9
3.5080,0.2977,66.1942,1.3239,347.0
3.5079,0.2971,66.1949,1.3239,347.1
3.5078,0.2966,66.1956,1.3239,347.2
3.5077,0.2960,66.1963,1.3239,347.3
3.5076,0.2954,66.1969,1.3239,347.4
3.5075,0.2949,66.1976,1.3240,347.5
3.5074,0.2943,66.1983,1.3240,347.6
3.5073,0.2937,66.1990,1.3240,347.7
3.5072,0.2932,66.1996,1.3240,347.8
3.5071,0.2926,66.2003,1.3240,347.9
3.5070,0.2920,66.2010,1.3240,348.0
3.5069,0.2915,66.2016,1.3240,348.1
3.5068,0.2909,66.2023,1.3240,348.2
3.5067,0.2904,66.2029,1.3241,348.3
3.5066,0.2898,66.2036,1.3241,348.4
3.5064,0.2892,66.2043,1.3241,348.5
3.5063,0.2887,66.2049,1.3241,348.6
3.5062,0.2881,66.2056,1.3241,348.7
3.5061,0.2876,66.2062,1.3241,348.8
3.5060,0.2870,66.2069,1.3241,348.9
3.5059,0.2865,66.2075,1.3242,349.0
3.5058,0.2859,66.2082,1.3242,349.1
